"n","b0_d1","b1_d1","b2_d1","total_d1","b0_d2","b1_d2","b2_d2","total_d2"
20,-0.0135913696275195,0.0391036535936149,0.0156827642720041,0.0683777874931385,0.0202584506021019,-0.00842267049833216,-0.000984476470869026,0.029665597571303
60,0.0300844199982723,0.0168498928235887,0.0233520605773088,0.0702863733991697,-0.0140202761843794,-0.00359804952125557,0.0116777903627663,0.0292961160684012
100,-0.0276791055492384,-0.021525629540137,-0.0156341034897462,0.0648388385791216,0.00805123196855887,-0.0234636337731266,0.0355929484970422,0.0671078142387277
200,0.0341670506466711,-0.00130515148992805,0.0234802959692854,0.0589524981058846,-0.0289834875170385,0.0066534437874321,-0.00599398388084425,0.0416309151853149
400,0.000122688362770295,0.0100151427886539,-0.0255644689805455,0.0357023001319697,0.013800319513341,-0.0146986150781911,0.0303506549472407,0.0588495895387728
600,-0.0283156997636612,0.0408436992590891,0.00614802543324563,0.0753074244559958,-0.00764395651250693,-0.00410829347517963,-0.00555817992596588,0.0173104299136524
